"chack","bank_account"
"uniqueid_756 x Kenya","No"
"uniqueid_757 x Kenya","No"
"uniqueid_758 x Kenya","Yes"
"uniqueid_759 x Kenya","No"
"uniqueid_760 x Kenya","No"
"uniqueid_761 x Kenya","No"
"uniqueid_762 x Kenya","No"
"uniqueid_763 x Kenya","Yes"
"uniqueid_764 x Kenya","No"
"uniqueid_765 x Kenya","No"
"uniqueid_766 x Kenya","No"
"uniqueid_767 x Kenya","No"
"uniqueid_768 x Kenya","Yes"
"uniqueid_769 x Kenya","No"
"uniqueid_770 x Kenya","No"
"uniqueid_771 x Kenya","No"
"uniqueid_772 x Kenya","No"
"uniqueid_773 x Kenya","No"
"uniqueid_774 x Kenya","No"
"uniqueid_775 x Kenya","No"
"uniqueid_776 x Kenya","No"
"uniqueid_777 x Kenya","No"
"uniqueid_778 x Kenya","No"
"uniqueid_779 x Kenya","No"
"uniqueid_780 x Kenya","Yes"
"uniqueid_781 x Kenya","No"
"uniqueid_782 x Kenya","No"
"uniqueid_783 x Kenya","No"
"uniqueid_784 x Kenya","No"
"uniqueid_785 x Kenya","No"
"uniqueid_786 x Kenya","No"
"uniqueid_787 x Kenya","No"
"uniqueid_788 x Kenya","No"
"uniqueid_789 x Kenya","No"
"uniqueid_790 x Kenya","No"
"uniqueid_791 x Kenya","No"
"uniqueid_792 x Kenya","Yes"
"uniqueid_793 x Kenya","No"
"uniqueid_794 x Kenya","No"
"uniqueid_795 x Kenya","No"
"uniqueid_796 x Kenya","No"
"uniqueid_797 x Kenya","No"
"uniqueid_798 x Kenya","No"
"uniqueid_799 x Kenya","No"
"uniqueid_800 x Kenya","No"
"uniqueid_801 x Kenya","No"
"uniqueid_802 x Kenya","No"
"uniqueid_803 x Kenya","Yes"
"uniqueid_804 x Kenya","Yes"
"uniqueid_805 x Kenya","Yes"
"uniqueid_806 x Kenya","Yes"
"uniqueid_807 x Kenya","No"
"uniqueid_808 x Kenya","Yes"
"uniqueid_809 x Kenya","No"
"uniqueid_810 x Kenya","Yes"
"uniqueid_811 x Kenya","No"
"uniqueid_812 x Kenya","No"
"uniqueid_813 x Kenya","Yes"
"uniqueid_814 x Kenya","No"
"uniqueid_815 x Kenya","No"
"uniqueid_816 x Kenya","No"
"uniqueid_817 x Kenya","No"
"uniqueid_818 x Kenya","No"
"uniqueid_819 x Kenya","Yes"
"uniqueid_820 x Kenya","Yes"
"uniqueid_821 x Kenya","No"
"uniqueid_822 x Kenya","No"
"uniqueid_823 x Kenya","No"
"uniqueid_824 x Kenya","No"
"uniqueid_825 x Kenya","No"
"uniqueid_826 x Kenya","No"
"uniqueid_827 x Kenya","No"
"uniqueid_828 x Kenya","No"
"uniqueid_829 x Kenya","Yes"
"uniqueid_830 x Kenya","No"
"uniqueid_831 x Kenya","No"
"uniqueid_832 x Kenya","Yes"
"uniqueid_833 x Kenya","No"
"uniqueid_834 x Kenya","No"
"uniqueid_835 x Kenya","Yes"
"uniqueid_836 x Kenya","No"
"uniqueid_837 x Kenya","No"
"uniqueid_838 x Kenya","No"
"uniqueid_839 x Kenya","No"
"uniqueid_840 x Kenya","Yes"
"uniqueid_841 x Kenya","No"
"uniqueid_842 x Kenya","No"
"uniqueid_843 x Kenya","No"
"uniqueid_844 x Kenya","Yes"
"uniqueid_845 x Kenya","No"
"uniqueid_846 x Kenya","No"
"uniqueid_847 x Kenya","No"
"uniqueid_848 x Kenya","No"
"uniqueid_849 x Kenya","No"
"uniqueid_850 x Kenya","Yes"
"uniqueid_851 x Kenya","No"
"uniqueid_852 x Kenya","No"
"uniqueid_853 x Kenya","No"
"uniqueid_854 x Kenya","No"
"uniqueid_855 x Kenya","No"
"uniqueid_856 x Kenya","No"
"uniqueid_857 x Kenya","No"
"uniqueid_858 x Kenya","No"
"uniqueid_859 x Kenya","No"
"uniqueid_860 x Kenya","No"
"uniqueid_861 x Kenya","Yes"
"uniqueid_862 x Kenya","No"
"uniqueid_863 x Kenya","No"
"uniqueid_864 x Kenya","No"
"uniqueid_865 x Kenya","No"
"uniqueid_866 x Kenya","Yes"
"uniqueid_867 x Kenya","Yes"
"uniqueid_868 x Kenya","Yes"
"uniqueid_869 x Kenya","No"
"uniqueid_870 x Kenya","No"
"uniqueid_871 x Kenya","No"
"uniqueid_872 x Kenya","No"
"uniqueid_873 x Kenya","No"
"uniqueid_874 x Kenya","No"
"uniqueid_875 x Kenya","No"
"uniqueid_876 x Kenya","No"
"uniqueid_877 x Kenya","No"
"uniqueid_878 x Kenya","Yes"
"uniqueid_879 x Kenya","No"
"uniqueid_880 x Kenya","No"
"uniqueid_881 x Kenya","No"
"uniqueid_882 x Kenya","No"
"uniqueid_883 x Kenya","No"
"uniqueid_884 x Kenya","Yes"
"uniqueid_885 x Kenya","No"
"uniqueid_886 x Kenya","Yes"
"uniqueid_887 x Kenya","No"
"uniqueid_888 x Kenya","Yes"
"uniqueid_889 x Kenya","No"
"uniqueid_890 x Kenya","No"
"uniqueid_891 x Kenya","Yes"
"uniqueid_892 x Kenya","No"
"uniqueid_893 x Kenya","Yes"
"uniqueid_894 x Kenya","No"
"uniqueid_895 x Kenya","No"
"uniqueid_896 x Kenya","No"
"uniqueid_897 x Kenya","No"
"uniqueid_898 x Kenya","No"
"uniqueid_899 x Kenya","No"
"uniqueid_900 x Kenya","Yes"
"uniqueid_901 x Kenya","No"
"uniqueid_902 x Kenya","Yes"
"uniqueid_903 x Kenya","No"
"uniqueid_904 x Kenya","No"
"uniqueid_905 x Kenya","No"
"uniqueid_906 x Kenya","No"
"uniqueid_907 x Kenya","Yes"
"uniqueid_908 x Kenya","No"
"uniqueid_909 x Kenya","No"
"uniqueid_910 x Kenya","No"
"uniqueid_911 x Kenya","No"
"uniqueid_912 x Kenya","Yes"
"uniqueid_913 x Kenya","No"
"uniqueid_914 x Kenya","Yes"
"uniqueid_915 x Kenya","No"
"uniqueid_916 x Kenya","No"
"uniqueid_917 x Kenya","No"
"uniqueid_918 x Kenya","No"
"uniqueid_919 x Kenya","No"
"uniqueid_920 x Kenya","No"
"uniqueid_921 x Kenya","No"
"uniqueid_922 x Kenya","No"
"uniqueid_923 x Kenya","No"
"uniqueid_924 x Kenya","Yes"
"uniqueid_925 x Kenya","No"
"uniqueid_926 x Kenya","No"
"uniqueid_927 x Kenya","No"
"uniqueid_928 x Kenya","Yes"
"uniqueid_929 x Kenya","No"
"uniqueid_930 x Kenya","No"
"uniqueid_931 x Kenya","No"
"uniqueid_932 x Kenya","No"
"uniqueid_933 x Kenya","No"
"uniqueid_934 x Kenya","No"
"uniqueid_935 x Kenya","No"
"uniqueid_936 x Kenya","Yes"
"uniqueid_937 x Kenya","No"
"uniqueid_938 x Kenya","Yes"
"uniqueid_939 x Kenya","No"
"uniqueid_940 x Kenya","No"
"uniqueid_941 x Kenya","No"
"uniqueid_942 x Kenya","Yes"
"uniqueid_943 x Kenya","No"
"uniqueid_944 x Kenya","No"
"uniqueid_945 x Kenya","Yes"
"uniqueid_946 x Kenya","No"
"uniqueid_947 x Kenya","Yes"
"uniqueid_948 x Kenya","No"
"uniqueid_949 x Kenya","No"
"uniqueid_950 x Kenya","No"
"uniqueid_951 x Kenya","No"
"uniqueid_952 x Kenya","No"
"uniqueid_953 x Kenya","Yes"
"uniqueid_954 x Kenya","No"
"uniqueid_955 x Kenya","Yes"
"uniqueid_956 x Kenya","Yes"
"uniqueid_957 x Kenya","No"
"uniqueid_958 x Kenya","No"
"uniqueid_959 x Kenya","No"
"uniqueid_960 x Kenya","Yes"
"uniqueid_961 x Kenya","Yes"
"uniqueid_962 x Kenya","Yes"
"uniqueid_963 x Kenya","No"
"uniqueid_964 x Kenya","Yes"
"uniqueid_965 x Kenya","No"
"uniqueid_966 x Kenya","No"
"uniqueid_967 x Kenya","Yes"
"uniqueid_968 x Kenya","No"
"uniqueid_969 x Kenya","No"
"uniqueid_970 x Kenya","No"
"uniqueid_971 x Kenya","No"
"uniqueid_972 x Kenya","No"
"uniqueid_973 x Kenya","No"
"uniqueid_974 x Kenya","No"
"uniqueid_975 x Kenya","No"
"uniqueid_976 x Kenya","No"
"uniqueid_977 x Kenya","No"
"uniqueid_978 x Kenya","Yes"
"uniqueid_979 x Kenya","No"
"uniqueid_980 x Kenya","No"
"uniqueid_981 x Kenya","Yes"
"uniqueid_982 x Kenya","No"
"uniqueid_983 x Kenya","No"
"uniqueid_984 x Kenya","Yes"
"uniqueid_985 x Kenya","No"
"uniqueid_986 x Kenya","No"
"uniqueid_987 x Kenya","No"
"uniqueid_988 x Kenya","No"
"uniqueid_989 x Kenya","No"
"uniqueid_990 x Kenya","Yes"
"uniqueid_991 x Kenya","Yes"
"uniqueid_992 x Kenya","No"
"uniqueid_993 x Kenya","No"
"uniqueid_994 x Kenya","No"
"uniqueid_995 x Kenya","No"
"uniqueid_996 x Kenya","No"
"uniqueid_997 x Kenya","No"
"uniqueid_998 x Kenya","No"
"uniqueid_999 x Kenya","No"
"uniqueid_1000 x Kenya","No"
"uniqueid_1001 x Kenya","No"
"uniqueid_1002 x Kenya","No"
"uniqueid_1003 x Kenya","No"
"uniqueid_1004 x Kenya","No"
"uniqueid_1005 x Kenya","Yes"
"uniqueid_1006 x Kenya","No"
"uniqueid_1007 x Kenya","No"
"uniqueid_1008 x Kenya","No"
"uniqueid_1009 x Kenya","No"
"uniqueid_1010 x Kenya","No"
"uniqueid_1011 x Kenya","No"
"uniqueid_1012 x Kenya","No"
"uniqueid_1013 x Kenya","No"
"uniqueid_1014 x Kenya","No"
"uniqueid_1015 x Kenya","No"
"uniqueid_1016 x Kenya","No"
"uniqueid_1017 x Kenya","No"
"uniqueid_1018 x Kenya","No"
"uniqueid_1019 x Kenya","No"
"uniqueid_1020 x Kenya","No"
"uniqueid_1021 x Kenya","No"
"uniqueid_1022 x Kenya","No"
"uniqueid_1023 x Kenya","Yes"
"uniqueid_1024 x Kenya","Yes"
"uniqueid_1025 x Kenya","No"
"uniqueid_1026 x Kenya","Yes"
"uniqueid_1027 x Kenya","No"
"uniqueid_1028 x Kenya","Yes"
"uniqueid_1029 x Kenya","Yes"
"uniqueid_1030 x Kenya","No"
"uniqueid_1031 x Kenya","No"
"uniqueid_1032 x Kenya","No"
"uniqueid_1033 x Kenya","No"
"uniqueid_1034 x Kenya","No"
"uniqueid_1035 x Kenya","Yes"
"uniqueid_1036 x Kenya","No"
"uniqueid_1037 x Kenya","Yes"
"uniqueid_1038 x Kenya","No"
"uniqueid_1039 x Kenya","No"
"uniqueid_1040 x Kenya","No"
"uniqueid_1041 x Kenya","No"
"uniqueid_1042 x Kenya","No"
"uniqueid_1043 x Kenya","No"
"uniqueid_1044 x Kenya","No"
"uniqueid_1045 x Kenya","No"
"uniqueid_1046 x Kenya","No"
"uniqueid_1047 x Kenya","No"
"uniqueid_1048 x Kenya","Yes"
"uniqueid_1049 x Kenya","No"
"uniqueid_1050 x Kenya","No"
"uniqueid_1051 x Kenya","No"
"uniqueid_1052 x Kenya","No"
"uniqueid_1053 x Kenya","No"
"uniqueid_1054 x Kenya","No"
"uniqueid_1055 x Kenya","Yes"
"uniqueid_1056 x Kenya","No"
"uniqueid_1057 x Kenya","Yes"
"uniqueid_1058 x Kenya","No"
"uniqueid_1059 x Kenya","No"
"uniqueid_1060 x Kenya","No"
"uniqueid_1061 x Kenya","No"
"uniqueid_1062 x Kenya","No"
"uniqueid_1063 x Kenya","Yes"
"uniqueid_1064 x Kenya","No"
"uniqueid_1065 x Kenya","No"
"uniqueid_1066 x Kenya","No"
"uniqueid_1067 x Kenya","No"
"uniqueid_1068 x Kenya","No"
"uniqueid_1069 x Kenya","No"
"uniqueid_1070 x Kenya","No"
"uniqueid_1071 x Kenya","No"
"uniqueid_1072 x Kenya","Yes"
"uniqueid_1073 x Kenya","No"
"uniqueid_1074 x Kenya","No"
"uniqueid_1075 x Kenya","No"
"uniqueid_1076 x Kenya","No"
"uniqueid_1077 x Kenya","No"
"uniqueid_1078 x Kenya","No"
"uniqueid_1079 x Kenya","Yes"
"uniqueid_1080 x Kenya","No"
"uniqueid_1081 x Kenya","No"
"uniqueid_1082 x Kenya","No"
"uniqueid_1083 x Kenya","Yes"
"uniqueid_1084 x Kenya","Yes"
"uniqueid_1085 x Kenya","No"
"uniqueid_1086 x Kenya","Yes"
"uniqueid_1087 x Kenya","No"
"uniqueid_1088 x Kenya","Yes"
"uniqueid_1089 x Kenya","No"
"uniqueid_1090 x Kenya","No"
"uniqueid_1091 x Kenya","No"
"uniqueid_1092 x Kenya","Yes"
"uniqueid_1093 x Kenya","Yes"
"uniqueid_1094 x Kenya","Yes"
"uniqueid_1095 x Kenya","Yes"
"uniqueid_1096 x Kenya","Yes"
"uniqueid_1097 x Kenya","No"
"uniqueid_1098 x Kenya","No"
"uniqueid_1099 x Kenya","No"
"uniqueid_1100 x Kenya","No"
"uniqueid_1101 x Kenya","No"
"uniqueid_1102 x Kenya","Yes"
"uniqueid_1103 x Kenya","No"
"uniqueid_1104 x Kenya","No"
"uniqueid_1105 x Kenya","Yes"
"uniqueid_1106 x Kenya","No"
"uniqueid_1107 x Kenya","No"
"uniqueid_1108 x Kenya","No"
"uniqueid_1109 x Kenya","No"
"uniqueid_1110 x Kenya","No"
"uniqueid_1111 x Kenya","Yes"
"uniqueid_1112 x Kenya","No"
"uniqueid_1113 x Kenya","No"
"uniqueid_1114 x Kenya","No"
"uniqueid_1115 x Kenya","No"
"uniqueid_1116 x Kenya","No"
"uniqueid_1117 x Kenya","Yes"
"uniqueid_1118 x Kenya","No"
"uniqueid_1119 x Kenya","No"
"uniqueid_1120 x Kenya","Yes"
"uniqueid_1121 x Kenya","No"
"uniqueid_1122 x Kenya","No"
"uniqueid_1123 x Kenya","Yes"
"uniqueid_1124 x Kenya","No"
"uniqueid_1125 x Kenya","No"
"uniqueid_1126 x Kenya","No"
"uniqueid_1127 x Kenya","No"
"uniqueid_1128 x Kenya","Yes"
"uniqueid_1129 x Kenya","Yes"
"uniqueid_1130 x Kenya","No"
"uniqueid_1131 x Kenya","No"
"uniqueid_1132 x Kenya","No"
"uniqueid_1133 x Kenya","No"
"uniqueid_1134 x Kenya","No"
"uniqueid_1135 x Kenya","No"
"uniqueid_1136 x Kenya","No"
"uniqueid_1137 x Kenya","No"
"uniqueid_1138 x Kenya","No"
"uniqueid_1139 x Kenya","No"
"uniqueid_1140 x Kenya","No"
"uniqueid_1141 x Kenya","No"
"uniqueid_1142 x Kenya","No"
"uniqueid_1143 x Kenya","No"
"uniqueid_1144 x Kenya","No"
"uniqueid_1145 x Kenya","No"
"uniqueid_1146 x Kenya","Yes"
"uniqueid_1147 x Kenya","Yes"
"uniqueid_1148 x Kenya","No"
"uniqueid_1149 x Kenya","No"
"uniqueid_1150 x Kenya","No"
"uniqueid_1151 x Kenya","No"
"uniqueid_1152 x Kenya","No"
"uniqueid_1153 x Kenya","No"
"uniqueid_1154 x Kenya","No"
"uniqueid_1155 x Kenya","No"
"uniqueid_1156 x Kenya","No"
"uniqueid_1157 x Kenya","No"
"uniqueid_1158 x Kenya","No"
"uniqueid_1159 x Kenya","Yes"
"uniqueid_1160 x Kenya","No"
"uniqueid_1161 x Kenya","No"
"uniqueid_1162 x Kenya","Yes"
"uniqueid_1163 x Kenya","No"
"uniqueid_1164 x Kenya","No"
"uniqueid_1165 x Kenya","No"
"uniqueid_1166 x Kenya","No"
"uniqueid_1167 x Kenya","No"
"uniqueid_1168 x Kenya","No"
"uniqueid_1169 x Kenya","Yes"
"uniqueid_1170 x Kenya","Yes"
"uniqueid_1171 x Kenya","No"
"uniqueid_1172 x Kenya","Yes"
"uniqueid_1173 x Kenya","Yes"
"uniqueid_1174 x Kenya","No"
"uniqueid_1175 x Kenya","No"
"uniqueid_1176 x Kenya","Yes"
"uniqueid_1177 x Kenya","Yes"
"uniqueid_1178 x Kenya","No"
"uniqueid_1179 x Kenya","No"
"uniqueid_1180 x Kenya","Yes"
"uniqueid_1181 x Kenya","No"
"uniqueid_1182 x Kenya","Yes"
"uniqueid_1183 x Kenya","Yes"
"uniqueid_1184 x Kenya","No"
"uniqueid_1185 x Kenya","No"
"uniqueid_1186 x Kenya","Yes"
"uniqueid_1187 x Kenya","Yes"
"uniqueid_1188 x Kenya","Yes"
"uniqueid_1189 x Kenya","No"
"uniqueid_1190 x Kenya","Yes"
"uniqueid_1191 x Kenya","No"
"uniqueid_1192 x Kenya","No"
"uniqueid_1193 x Kenya","Yes"
"uniqueid_1194 x Kenya","Yes"
"uniqueid_1195 x Kenya","Yes"
"uniqueid_1196 x Kenya","No"
"uniqueid_1197 x Kenya","No"
"uniqueid_1198 x Kenya","No"
"uniqueid_1199 x Kenya","No"
"uniqueid_1200 x Kenya","No"
"uniqueid_1201 x Kenya","No"
"uniqueid_1202 x Kenya","Yes"
"uniqueid_1203 x Kenya","No"
"uniqueid_1204 x Kenya","No"
"uniqueid_1205 x Kenya","Yes"
"uniqueid_1206 x Kenya","No"
"uniqueid_1207 x Kenya","No"
"uniqueid_1208 x Kenya","No"
"uniqueid_1209 x Kenya","No"
"uniqueid_1210 x Kenya","No"
"uniqueid_1211 x Kenya","Yes"
"uniqueid_1212 x Kenya","Yes"
"uniqueid_1213 x Kenya","No"
"uniqueid_1214 x Kenya","No"
"uniqueid_1215 x Kenya","No"
"uniqueid_1216 x Kenya","No"
"uniqueid_1217 x Kenya","No"
"uniqueid_1218 x Kenya","No"
"uniqueid_1219 x Kenya","No"
"uniqueid_1220 x Kenya","Yes"
"uniqueid_1221 x Kenya","No"
"uniqueid_1222 x Kenya","No"
"uniqueid_1223 x Kenya","No"
"uniqueid_1224 x Kenya","No"
"uniqueid_1225 x Kenya","No"
"uniqueid_1226 x Kenya","No"
"uniqueid_1227 x Kenya","No"
"uniqueid_1228 x Kenya","Yes"
"uniqueid_1229 x Kenya","Yes"
"uniqueid_1230 x Kenya","No"
"uniqueid_1231 x Kenya","No"
"uniqueid_1232 x Kenya","No"
"uniqueid_1233 x Kenya","No"
"uniqueid_1234 x Kenya","No"
"uniqueid_1235 x Kenya","Yes"
"uniqueid_1236 x Kenya","No"
"uniqueid_1237 x Kenya","No"
"uniqueid_1238 x Kenya","No"
"uniqueid_1239 x Kenya","No"
"uniqueid_1240 x Kenya","Yes"
"uniqueid_1241 x Kenya","No"
"uniqueid_1242 x Kenya","No"
"uniqueid_1243 x Kenya","No"
"uniqueid_1244 x Kenya","No"
"uniqueid_1245 x Kenya","No"
"uniqueid_1246 x Kenya","No"
"uniqueid_1247 x Kenya","Yes"
"uniqueid_1248 x Kenya","No"
"uniqueid_1249 x Kenya","Yes"
"uniqueid_1250 x Kenya","No"
"uniqueid_1251 x Kenya","Yes"
"uniqueid_1252 x Kenya","Yes"
"uniqueid_1253 x Kenya","No"
"uniqueid_1254 x Kenya","No"
"uniqueid_1255 x Kenya","No"
"uniqueid_1256 x Kenya","Yes"
"uniqueid_1257 x Kenya","No"
"uniqueid_1258 x Kenya","Yes"
"uniqueid_1259 x Kenya","Yes"
"uniqueid_1260 x Kenya","No"
"uniqueid_1261 x Kenya","No"
"uniqueid_1262 x Kenya","No"
"uniqueid_1263 x Kenya","Yes"
"uniqueid_1264 x Kenya","No"
"uniqueid_1265 x Kenya","No"
"uniqueid_1266 x Kenya","No"
"uniqueid_1267 x Kenya","No"
"uniqueid_1268 x Kenya","No"
"uniqueid_1269 x Kenya","No"
"uniqueid_1270 x Kenya","No"
"uniqueid_1271 x Kenya","No"
"uniqueid_1272 x Kenya","No"
"uniqueid_1273 x Kenya","No"
"uniqueid_1274 x Kenya","Yes"
"uniqueid_1275 x Kenya","Yes"
"uniqueid_1276 x Kenya","No"
"uniqueid_1277 x Kenya","No"
"uniqueid_1278 x Kenya","No"
"uniqueid_1279 x Kenya","No"
"uniqueid_1280 x Kenya","Yes"
"uniqueid_1281 x Kenya","No"
"uniqueid_1282 x Kenya","Yes"
"uniqueid_1283 x Kenya","No"
"uniqueid_1284 x Kenya","No"
"uniqueid_1285 x Kenya","Yes"
"uniqueid_1286 x Kenya","Yes"
"uniqueid_1287 x Kenya","No"
"uniqueid_1288 x Kenya","No"
"uniqueid_1289 x Kenya","No"
"uniqueid_1290 x Kenya","Yes"
"uniqueid_1291 x Kenya","No"
"uniqueid_1292 x Kenya","Yes"
"uniqueid_1293 x Kenya","No"
"uniqueid_1294 x Kenya","No"
"uniqueid_1295 x Kenya","No"
"uniqueid_1296 x Kenya","No"
"uniqueid_1297 x Kenya","Yes"
"uniqueid_1298 x Kenya","No"
"uniqueid_1299 x Kenya","No"
"uniqueid_1300 x Kenya","No"
"uniqueid_1301 x Kenya","Yes"
"uniqueid_1302 x Kenya","No"
"uniqueid_1303 x Kenya","No"
"uniqueid_1304 x Kenya","No"
"uniqueid_1305 x Kenya","No"
"uniqueid_1306 x Kenya","Yes"
"uniqueid_1307 x Kenya","No"
"uniqueid_1308 x Kenya","No"
"uniqueid_1309 x Kenya","No"
"uniqueid_1310 x Kenya","Yes"
"uniqueid_1311 x Kenya","Yes"
"uniqueid_1312 x Kenya","No"
"uniqueid_1313 x Kenya","No"
"uniqueid_1314 x Kenya","No"
"uniqueid_1315 x Kenya","No"
"uniqueid_1316 x Kenya","No"
"uniqueid_1317 x Kenya","No"
"uniqueid_1318 x Kenya","No"
"uniqueid_1319 x Kenya","No"
"uniqueid_1320 x Kenya","No"
"uniqueid_1321 x Kenya","No"
"uniqueid_1322 x Kenya","No"
"uniqueid_1323 x Kenya","No"
"uniqueid_1324 x Kenya","No"
"uniqueid_1325 x Kenya","No"
"uniqueid_1326 x Kenya","No"
"uniqueid_1327 x Kenya","Yes"
"uniqueid_1328 x Kenya","No"
"uniqueid_1329 x Kenya","No"
"uniqueid_1330 x Kenya","Yes"
"uniqueid_1331 x Kenya","No"
"uniqueid_1332 x Kenya","No"
"uniqueid_1333 x Kenya","No"
"uniqueid_1334 x Kenya","No"
"uniqueid_1335 x Kenya","Yes"
"uniqueid_1336 x Kenya","No"
"uniqueid_1337 x Kenya","No"
"uniqueid_1338 x Kenya","No"
"uniqueid_1339 x Kenya","No"
"uniqueid_1340 x Kenya","No"
"uniqueid_1341 x Kenya","Yes"
"uniqueid_1342 x Kenya","No"
"uniqueid_1343 x Kenya","Yes"
"uniqueid_1344 x Kenya","No"
"uniqueid_1345 x Kenya","Yes"
"uniqueid_1346 x Kenya","No"
"uniqueid_1347 x Kenya","No"
"uniqueid_1348 x Kenya","No"
"uniqueid_1349 x Kenya","No"
"uniqueid_1350 x Kenya","No"
"uniqueid_1351 x Kenya","No"
"uniqueid_1352 x Kenya","No"
"uniqueid_1353 x Kenya","Yes"
"uniqueid_1354 x Kenya","No"
"uniqueid_1355 x Kenya","No"
"uniqueid_1356 x Kenya","Yes"
"uniqueid_1357 x Kenya","No"
"uniqueid_1358 x Kenya","Yes"
"uniqueid_1359 x Kenya","No"
"uniqueid_1360 x Kenya","Yes"
"uniqueid_1361 x Kenya","No"
"uniqueid_1362 x Kenya","No"
"uniqueid_1363 x Kenya","Yes"
"uniqueid_1364 x Kenya","No"
"uniqueid_1365 x Kenya","No"
"uniqueid_1366 x Kenya","No"
"uniqueid_1367 x Kenya","Yes"
"uniqueid_1368 x Kenya","No"
"uniqueid_1369 x Kenya","No"
"uniqueid_1370 x Kenya","No"
"uniqueid_1371 x Kenya","No"
"uniqueid_1372 x Kenya","Yes"
"uniqueid_1373 x Kenya","No"
"uniqueid_1374 x Kenya","Yes"
"uniqueid_1375 x Kenya","Yes"
"uniqueid_1376 x Kenya","No"
"uniqueid_1377 x Kenya","Yes"
"uniqueid_1378 x Kenya","No"
"uniqueid_1379 x Kenya","No"
"uniqueid_1380 x Kenya","Yes"
"uniqueid_1381 x Kenya","No"
"uniqueid_1382 x Kenya","No"
"uniqueid_1383 x Kenya","No"
"uniqueid_1384 x Kenya","No"
"uniqueid_1385 x Kenya","No"
"uniqueid_1386 x Kenya","No"
"uniqueid_1387 x Kenya","No"
"uniqueid_1388 x Kenya","No"
"uniqueid_1389 x Kenya","Yes"
"uniqueid_1390 x Kenya","No"
"uniqueid_1391 x Kenya","Yes"
"uniqueid_1392 x Kenya","Yes"
"uniqueid_1393 x Kenya","No"
"uniqueid_1394 x Kenya","No"
"uniqueid_1395 x Kenya","Yes"
"uniqueid_1396 x Kenya","No"
"uniqueid_1397 x Kenya","No"
"uniqueid_1398 x Kenya","No"
"uniqueid_1399 x Kenya","Yes"
"uniqueid_1400 x Kenya","No"
"uniqueid_1401 x Kenya","Yes"
"uniqueid_1402 x Kenya","Yes"
"uniqueid_1403 x Kenya","Yes"
"uniqueid_1404 x Kenya","No"
"uniqueid_1405 x Kenya","No"
"uniqueid_1406 x Kenya","Yes"
"uniqueid_1407 x Kenya","No"
"uniqueid_1408 x Kenya","Yes"
"uniqueid_1409 x Kenya","No"
"uniqueid_1410 x Kenya","No"
"uniqueid_1411 x Kenya","Yes"
"uniqueid_1412 x Kenya","Yes"
"uniqueid_1413 x Kenya","No"
"uniqueid_1414 x Kenya","Yes"
"uniqueid_1415 x Kenya","No"
"uniqueid_1416 x Kenya","Yes"
"uniqueid_1417 x Kenya","No"
"uniqueid_1418 x Kenya","No"
"uniqueid_1419 x Kenya","Yes"
"uniqueid_1420 x Kenya","No"
"uniqueid_1421 x Kenya","Yes"
"uniqueid_1422 x Kenya","No"
"uniqueid_1423 x Kenya","No"
"uniqueid_1424 x Kenya","No"
"uniqueid_1425 x Kenya","No"
"uniqueid_1426 x Kenya","No"
"uniqueid_1427 x Kenya","No"
"uniqueid_1428 x Kenya","Yes"
"uniqueid_1429 x Kenya","Yes"
"uniqueid_1430 x Kenya","No"
"uniqueid_1431 x Kenya","No"
"uniqueid_1432 x Kenya","No"
"uniqueid_1433 x Kenya","No"
"uniqueid_1434 x Kenya","No"
"uniqueid_1435 x Kenya","No"
"uniqueid_1436 x Kenya","No"
"uniqueid_1437 x Kenya","No"
"uniqueid_1438 x Kenya","No"
"uniqueid_1439 x Kenya","Yes"
"uniqueid_1440 x Kenya","No"
"uniqueid_1441 x Kenya","No"
"uniqueid_1442 x Kenya","No"
"uniqueid_1443 x Kenya","No"
"uniqueid_1444 x Kenya","Yes"
"uniqueid_1445 x Kenya","No"
"uniqueid_1446 x Kenya","Yes"
"uniqueid_1447 x Kenya","No"
"uniqueid_1448 x Kenya","No"
"uniqueid_1449 x Kenya","No"
"uniqueid_1450 x Kenya","No"
"uniqueid_1451 x Kenya","Yes"
"uniqueid_1452 x Kenya","No"
"uniqueid_1453 x Kenya","No"
"uniqueid_1454 x Kenya","Yes"
"uniqueid_1455 x Kenya","Yes"
"uniqueid_1456 x Kenya","No"
"uniqueid_1457 x Kenya","No"
"uniqueid_1458 x Kenya","Yes"
"uniqueid_1459 x Kenya","No"
"uniqueid_1460 x Kenya","Yes"
"uniqueid_1461 x Kenya","Yes"
"uniqueid_1462 x Kenya","Yes"
"uniqueid_1463 x Kenya","No"
"uniqueid_1464 x Kenya","Yes"
"uniqueid_1465 x Kenya","No"
"uniqueid_1466 x Kenya","No"
"uniqueid_1467 x Kenya","Yes"
"uniqueid_1468 x Kenya","No"
"uniqueid_1469 x Kenya","Yes"
"uniqueid_1470 x Kenya","No"
"uniqueid_1471 x Kenya","No"
"uniqueid_1472 x Kenya","Yes"
"uniqueid_1473 x Kenya","No"
"uniqueid_1474 x Kenya","Yes"
"uniqueid_1475 x Kenya","No"
"uniqueid_1476 x Kenya","No"
"uniqueid_1477 x Kenya","No"
"uniqueid_1478 x Kenya","No"
"uniqueid_1479 x Kenya","No"
"uniqueid_1480 x Kenya","Yes"
"uniqueid_1481 x Kenya","Yes"
"uniqueid_1482 x Kenya","No"
"uniqueid_1483 x Kenya","No"
"uniqueid_1484 x Kenya","Yes"
